本次排名,上次排名,排名变化,商品ID,商品标题,品牌,国补后价格,付款人数,最新价格,最新付款人数,付款金额,店铺名称,商品链接,备注,8-19_付款人数,8-19_价格,8-20_付款人数,8-20_价格,8-22_付款人数,8-22_价格,页码
542,239,下降303,7.15518E+11,卡唛crmcr智能玻璃指纹门锁支持米家app控制免开孔单双门办公室,米家,443,9,443,10,4430,crmcr旗舰店,https://detail.tmall.com/item.htm?id=715518218129&ns=1&abbucket=16&xxc=taobaoSearch&mi_id=0000Gd-6T_joYGXF8mteVjo-UrrE1W2zGbWocFhewyVfnhs&skuId=5171800370636&priceTId=213e066f17556910756912761e0e54&utparam=%7B%22aplus_abtest%22%3A%220219a0a5b9559bdcd94752a98795ca23%22%7D&spm=a21n57.1.item.14,,,,9,443,10,同上,8
543,240,下降303,6.53685E+11,鹿客S30P全自动智能锁指纹锁密码锁家用门锁防盗门电子锁智能门锁,鹿客,993,9,993,10,9930,Lockin鹿客旗舰店,https://detail.tmall.com/item.htm?id=653685310220&ns=1&abbucket=16&xxc=taobaoSearch&mi_id=0000rL0iZCkfx1Iqlv0xh7qQewb6vOqlMxakh5znOWX9kGo&skuId=5907634749219&priceTId=213e066f17556910756912761e0e54&utparam=%7B%22aplus_abtest%22%3A%22e0efa4f6796504c181a813974e22666a%22%7D&spm=a21n57.1.item.16,,,,9,993,10,同上,8
544,N/A,新品,7.45226E+11,玻璃门指纹锁办公室免开孔密码锁电子锁商铺门店双门智能锁电子锁,咏洛,219.04,10,219.04,10,2190.4,咏洛旗舰店,https://detail.tmall.com/item.htm?id=745225584772&ns=1&abbucket=16&xxc=taobaoSearch&mi_id=0000_BDq2k6tRQvBjIOd9PWp_A0t8A-XKvG-k1jYcP56yzo&skuId=5550087016944&priceTId=2147bffb17558493799241309e1c20&utparam=%7B%22aplus_abtest%22%3A%228a2be539c3a08619258681fbe4fe710c%22%7D&spm=a21n57.1.item.32,新品; ,,,,,10,219.04,18
545,N/A,新品入榜,9.31235E+11,小米智能门锁2Pro指纹锁密码锁家用防盗门电子锁自动3D人脸识别,小米,1838.1,13,1992,10,19920,天猫超市,https://detail.tmall.com/item.htm?id=931235249681&ns=1&abbucket=6&xxc=taobaoSearch&mi_id=00007KzVmRc5ewZcF5jQ48nvsE00DkqsKhKN0TJUsZy58K4&skuId=5815835784306&priceTId=2147836a17555884613241217e1355&utparam=%7B%22aplus_abtest%22%3A%2221f1a30d9ea62cc20b3c4b23c7197ea9%22%7D&spm=a21n57.1.item.32,,12,1992,未找到,未找到,10,同上,
546,N/A,新品入榜,7.50016E+11,卡多利亚公寓民宿密码锁通通锁家用防盗门智能门锁指纹锁电子远程,cardoria,220,10,220,10,2200,cardoria旗舰店,https://detail.tmall.com/item.htm?id=750016365981&ns=1&abbucket=16&xxc=taobaoSearch&mi_id=0000KntosDdi8pDMm2D1pa1_oQsqEKpFiV6QfDXae2KXtRI&skuId=5358507347479&priceTId=2147842317556904512133693e1398&utparam=%7B%22aplus_abtest%22%3A%22b2f4a938fc84f7676f1962624dc0ba98%22%7D&spm=a21n57.1.item.29,,10,220,未找到,未找到,同上,同上,
547,245,下降302,9.50994E+11,半自动智能门锁带猫眼霸王锁体指纹锁密码锁防盗门家用门锁包安装,康廷,343,9,350,10,3500,康廷旗舰店,https://detail.tmall.com/item.htm?id=950994283920&ns=1&abbucket=16&xxc=taobaoSearch&mi_id=0000uNa93zgHGbNmN2ZkOXr2G4bBW_WdYODY9Of2SrSSABE&skuId=6034869806772&priceTId=213e066f17556910756912761e0e54&utparam=%7B%22aplus_abtest%22%3A%22191ca8d2874b1841c6d32bb9626c7f96%22%7D&spm=a21n57.1.item.23,,,,9,343,10,350,8
548,N/A,新品,9.56172E+11,凯迪仕Q2FV人脸指纹密码猫眼智能门锁家用入户门电子锁智能门锁,凯迪仕,1058,10,1058,10,10580,凯迪仕官方旗舰店,https://detail.tmall.com/item.htm?id=956171630366&ns=1&abbucket=16&xxc=taobaoSearch&mi_id=00001dhRHObHyIaCwWACmrai8gN74H6ybxi4Aq3bjbhtigA&skuId=5881278212446&priceTId=2147bffb17558493799241309e1c20&utparam=%7B%22aplus_abtest%22%3A%225d1297eca3a6de3e88bafd4107c71f3e%22%7D&spm=a21n57.1.item.38,新品; ,,,,,10,1058,18
549,249,下降300,9.09761E+11,TCL人脸识别智能锁家用指纹电子锁K7G Max伏羲AI双摄猫眼智能门锁,TCL,1444.15,9,1444.15,10,14441.5,TCL集团官方旗舰店,https://detail.tmall.com/item.htm?id=909761472875&ns=1&abbucket=16&xxc=taobaoSearch&mi_id=0000Bd8VCXVt7Yxp2BZqroc5OXr5UChh5652Rrxbil3cDX4&skuId=5938279283845&priceTId=213e066f17556910756912761e0e54&utparam=%7B%22aplus_abtest%22%3A%2256fc36ac35f72eb4c14075964a70e595%22%7D&spm=a21n57.1.item.28,,,,9,1444.15,10,同上,8
550,N/A,新品入榜,8.40376E+11,人脸识别智能门锁指纹锁家用防盗可视监控掌静脉电子密码锁全自动,未识别,999,10,999,10,9990,萤迪旗舰店,https://detail.tmall.com/item.htm?id=840376296147&ns=1&abbucket=16&xxc=taobaoSearch&mi_id=0000zuYXWlS-OoSLCmVgzK48c0ZLDzNH7IxOHy-Atow2TL8&skuId=5604093276453&priceTId=2147842317556904512133693e1398&utparam=%7B%22aplus_abtest%22%3A%22990f1ec7eba92b0209717d7c4155d9f6%22%7D&spm=a21n57.1.item.35,,10,999,未找到,未找到,同上,同上,
551,N/A,新品,6.87947E+11,安将军有框玻璃门指纹锁双开单门双门免开孔带框玻璃门密码智能锁,安将军,259.66,10,259.66,10,2596.6,安将军家居专营店,https://detail.tmall.com/item.htm?id=687946723923&ns=1&abbucket=16&xxc=taobaoSearch&mi_id=0000amA7ToN5rKlJi9puADNrx0vRtht6gwzkJGT1V0gsS-M&skuId=5733569077571&priceTId=2147bffb17558493799241309e1c20&utparam=%7B%22aplus_abtest%22%3A%22c4b6e5599c759f5f2879b58b0d5bd82b%22%7D&spm=a21n57.1.item.45,新品; ,,,,,10,259.66,18
552,N/A,新品入榜,7.43518E+11,德力西指纹锁智能门锁 假锁/装饰锁专用,德力西,399,11,399,10,3990,德力西瑞采来专卖店,https://detail.tmall.com/item.htm?id=743518229563&ns=1&abbucket=6&xxc=taobaoSearch&mi_id=0000c_nDX3lQ5mus1Laq_YpCVAIVJ0kH9M1MbUhJggq2jQE&skuId=5126182720931&priceTId=2147849217555884812214275e14ab&utparam=%7B%22aplus_abtest%22%3A%229d6121c3c9c84db118336c5fdf6e684d%22%7D&spm=a21n57.1.item.14,,同上,同上,未找到,未找到,10,同上,
553,N/A,新品入榜,7.40261E+11,博克智能门锁人脸识别全自动指纹锁家用密码锁入户防盗门电子锁E7,博克,529,11,534.51,10,5345.1,beck旗舰店,https://detail.tmall.com/item.htm?id=740260501800&ns=1&abbucket=6&xxc=taobaoSearch&umpChannel=bybtqdyh&u_channel=bybtqdyh&fpChannel=101&fpChannelSig=c64003c92dee9e6a55d1d8187e38587b3fbca73a&mi_id=0000jKQzPa19TVvfj2YWi1qvZjaLBCgophyoM50NngvhdzU&skuId=5613737325555&priceTId=2147849217555884812214275e14ab&utparam=%7B%22aplus_abtest%22%3A%221aed9af1f939ea0009630f334958b4c5%22%7D&spm=a21n57.1.item.16,,12,534.51,未找到,未找到,10,同上,
N/A,12,掉榜,8.58836E+11,德施曼智能门锁3D人脸识别智能锁小嘀Q2FD,德施曼,806.65,700,801.55,1300,1042015,德施曼旗舰店,https://detail.tmall.com/item.htm?id=858835627461&ns=1&abbucket=6&xxc=taobaoSearch&umpChannel=bybtqdyh&u_channel=bybtqdyh&fpChannel=101&fpChannelSig=832d0a5ebaeb349fb3854cd66250ecce71eaefd0&mi_id=0000y9WY53pAVrBWpxpolxWSTtI4VNrFqcWqI36fGGreRR0&skuId=null&priceTId=214781f817555875122823867e0f19&utparam=%7B%22aplus_abtest%22%3A%2258fc758150d8c8f8436c8ca78f5ed9c9%22%7D&spm=a21n57.1.item.42,合并了4个相似商品; ,1323,801.55,1300,同上,未找到,未找到,
N/A,N/A,掉榜,8.3654E+11,小米指纹锁家用防盗门密码锁智能门锁智能锁电子门锁电子锁E30,小米,674.02,1000,674.02,1000,674020,小米官方旗舰店,https://detail.tmall.com/item.htm?id=836539701909&ns=1&abbucket=16&xxc=taobaoSearch&mi_id=00009lEvIxmVkUkVVekkexEu774aiZzNHmzjVfYJ_GWJL8Y&skuId=5762378751914&priceTId=214781b817556909241073275e10d5&utparam=%7B%22aplus_abtest%22%3A%222051f2c461ec382950079c672abef96b%22%7D&spm=a21n57.1.item.27,新品; ,,,1000,674.02,未找到,未找到,1
N/A,34,掉榜,6.75306E+11,博克可视猫眼监控智能门锁密码锁家用防盗门指纹锁入户门智能锁V7,博克,466.65,600,454.33,600,272598,beck旗舰店,https://detail.tmall.com/item.htm?id=675306427965&ns=1&abbucket=6&xxc=taobaoSearch&umpChannel=bybtqdyh&u_channel=bybtqdyh&fpChannel=101&fpChannelSig=e15bceec16b0a061757adcc6a200d8bd34bcad99&mi_id=0000HzNX-O9BY0QPLNPIqiPvtyG5olxocs6U5t-aekbxya8&skuId=5256660713177&priceTId=214781f817555875122823867e0f19&utparam=%7B%22aplus_abtest%22%3A%22ba7d3a27d487d8fdff43a28fd750d99c%22%7D&spm=a21n57.1.item.49,,同上,454.33,同上,同上,未找到,未找到,
N/A,46,掉榜,6.68916E+11,德施曼指静脉智能门锁密码锁家用防盗门全自动智能锁大圣Q5S,德施曼,780.3,500,886.55,400,354620,德施曼旗舰店,https://detail.tmall.com/item.htm?id=668915566709&ns=1&abbucket=6&xxc=taobaoSearch&umpChannel=bybtqdyh&u_channel=bybtqdyh&fpChannel=101&fpChannelSig=947ba09615f471c59e8c3f18b4c92b8d9b8712c2&mi_id=0000DGlh6xji85YhvV3MGTEUQiX-cZOjT5D3RuXgkHWXbQ4&skuId=5534429854699&priceTId=214781f817555875802967217e0f19&utparam=%7B%22aplus_abtest%22%3A%228f48e031315eccd4d83f9817dbb7aa6d%22%7D&spm=a21n57.1.item.10,,400,886.55,同上,同上,未找到,未找到,
N/A,65,掉榜,9.00791E+11,指纹锁家用防盗门智能电子密码锁家用门锁入户门锁半自动智能门锁,邦臣,138,300,138,300,41400,邦臣智能家居旗舰店,https://detail.tmall.com/item.htm?id=900790863949&ns=1&abbucket=16&xxc=taobaoSearch&mi_id=0000sgoXLUqN98rYLH5LS7UmRI9KI5CiY9Q6ONaf_NcXF6Q&skuId=5940987702635&priceTId=2147821917556901906565028e10e0&utparam=%7B%22aplus_abtest%22%3A%22eb1b54e1a4c4e2b510e66574dd4c337f%22%7D&spm=a21n57.1.item.24,,300,138,同上,同上,未找到,未找到,
N/A,66,掉榜,7.7242E+11,凯迪仕智能门锁Q2FV人脸猫眼指纹锁密码锁家用电子锁入户门智能锁,凯迪仕,894.2,300,894.2,300,268260,凯迪仕旗舰店,https://detail.tmall.com/item.htm?id=772420358383&ns=1&abbucket=16&xxc=taobaoSearch&umpChannel=bybtqdyh&u_channel=bybtqdyh&fpChannel=101&fpChannelSig=a420a3927de304a6f1447a73785d0406d05decab&mi_id=0000HMymL6lh8TemmVU_FDh9IX_wLbH1GABrBXl-YhqiQYQ&skuId=6004956567814&priceTId=2147821917556901906565028e10e0&utparam=%7B%22aplus_abtest%22%3A%228c6447de8a9bcadd1b558ce43c007156%22%7D&spm=a21n57.1.item.33,,300,894.2,同上,同上,未找到,未找到,
N/A,62,掉榜,6.7639E+11,华为智能门锁SE AI指纹解锁电子锁15个月长续航密码锁支持天地钩,华为,899,300,899,300,269700,华为官方旗舰店,https://detail.tmall.com/item.htm?id=676389892570&ns=1&abbucket=6&xxc=taobaoSearch&mi_id=00004yC7qKcbXTP_J9S8VKC8jordqVgbIob9Z2_duktbXMQ&skuId=5296341294470&priceTId=214781f817555875802967217e0f19&utparam=%7B%22aplus_abtest%22%3A%2201e4d2961499accc6f35325f77dfea69%22%7D&spm=a21n57.1.item.41,,同上,同上,同上,同上,未找到,未找到,
N/A,64,掉榜,6.49581E+11,人脸识别指纹锁可视电子密码锁家用防盗门锁全自动入户门智能门锁,幻侣,364.65,300,359.55,300,107865,幻侣智能家居旗舰店,https://detail.tmall.com/item.htm?id=649581492324&ns=1&abbucket=6&xxc=taobaoSearch&umpChannel=bybtqdyh&u_channel=bybtqdyh&fpChannel=101&fpChannelSig=a477f522ae820d6227bc075602857d4f5ce492c4&mi_id=0000U6aa3BJpBZ20Zx0OUpkR_AZgMxEULSaB7N2zye0IiYc&skuId=4857151734153&priceTId=214781f817555875802967217e0f19&utparam=%7B%22aplus_abtest%22%3A%22f01978ae98036dd87cd9e100e6f809ca%22%7D&spm=a21n57.1.item.48,,同上,359.55,同上,同上,未找到,未找到,
N/A,69,掉榜,8.39542E+11,玻璃门指纹锁密码锁单开双开办公室门禁电子锁远程遥控智能锁门锁,未识别,103,300,103,300,30900,永固华旗舰店,https://detail.tmall.com/item.htm?id=839541527823&ns=1&abbucket=16&xxc=taobaoSearch&mi_id=0000k6vFdLp-2U-UBQfVwE5DUKD-wHp6h4ABV-r3tIaW28Q&skuId=5773328247733&priceTId=2147821917556901906565028e10e0&utparam=%7B%22aplus_abtest%22%3A%2247d605c020729dab489c1ffff060f853%22%7D&spm=a21n57.1.item.48,,300,103,同上,同上,未找到,未找到,
N/A,93,掉榜,7.85208E+11,指纹锁智能锁家用防盗门密码锁大门锁电子锁入户门锁智能门半自动,未识别,113.28,200,113.28,200,22656,天天特卖工厂,https://detail.tmall.com/item.htm?id=785208389001&ns=1&abbucket=16&xxc=taobaoSearch&mi_id=0000wH9qMQFF_HtAcq5_Wndaw3vy6VVtyPM4a4Cz2VgMfqE&skuId=5529906422055&priceTId=2147821917556902111445865e10e0&utparam=%7B%22aplus_abtest%22%3A%22f5fecbc13eea4536297cf30f673d951d%22%7D&spm=a21n57.1.item.32,,200,113.28,同上,同上,未找到,未找到,
N/A,87,掉榜,9.19112E+11,戴司指纹锁智能锁家用防盗门智能门锁入户门电子锁木门密码锁,戴司,296.65,200,296.65,200,59330,戴司旗舰店,https://detail.tmall.com/item.htm?id=919111977697&ns=1&abbucket=6&xxc=taobaoSearch&umpChannel=bybtqdyh&u_channel=bybtqdyh&fpChannel=101&fpChannelSig=74a37c3e62764ae2c1e7ebd54166dfba47a6682f&mi_id=0000AyntyDs7AWlBrFo0Od9RmVu7ugl6jSlzJ8A3fPLa_OE&skuId=5956185863657&priceTId=214781f817555876005898196e0f19&utparam=%7B%22aplus_abtest%22%3A%22bdf66dae060e940785ad1ced1d2841cc%22%7D&spm=a21n57.1.item.24,,同上,同上,同上,同上,未找到,未找到,
N/A,105,掉榜,6.78792E+11,免打孔门锁 隐形门无损安装 智能锁室内门电子刷卡免开孔房门木门,日翔,147,100,157,100,15700,日翔五金旗舰店,https://detail.tmall.com/item.htm?id=678792034067&ns=1&abbucket=6&xxc=taobaoSearch&mi_id=0000qKLr_XhIR2nqDCtByL2BvgyVio3kjoN9poqxsz1hMCE&skuId=4866950348502&priceTId=214781f817555876005898196e0f19&utparam=%7B%22aplus_abtest%22%3A%22ee4f66bd8792f5deb1c9420e47a2d3b1%22%7D&spm=a21n57.1.item.40,,同上,157,同上,同上,未找到,未找到,
N/A,108,掉榜,9.20091E+11,室内木门指纹锁办公室密码锁家用门锁卧室房间门民宿电子智能门锁,欧时特,122.36,100,116.36,100,11636,欧时特旗舰店,https://detail.tmall.com/item.htm?id=920091438876&ns=1&abbucket=6&xxc=taobaoSearch&mi_id=0000QuT9MNdJC-u0EinFgiWJ0JDONxOcEqSlf1UZ1EYlNdY&skuId=5961104363896&priceTId=214781f817555876005898196e0f19&utparam=%7B%22aplus_abtest%22%3A%226804cd8d9de0f6a4e55ba41e11db50c1%22%7D&spm=a21n57.1.item.46,,同上,116.36,同上,同上,未找到,未找到,
N/A,134,掉榜,7.56102E+11,公司办公室专用木门遥控指纹锁室内门密码锁智能门锁常开模式考勤,实誉,199.2,100,199.2,100,19920,实誉旗舰店,https://detail.tmall.com/item.htm?id=756102080951&ns=1&abbucket=16&xxc=taobaoSearch&mi_id=0000Ky2gToaxQTAo-CMxO1C-hHXAK4cY89becsm7c7wzyz4&skuId=5213014108595&priceTId=2147821917556902111445865e10e0&utparam=%7B%22aplus_abtest%22%3A%223b49659292098a2b456914e283ebe41d%22%7D&spm=a21n57.1.item.47,,100,199.2,同上,同上,未找到,未找到,
N/A,107,掉榜,8.3636E+11,【百补】王力智能门锁密码锁全自动防盗门锁人脸电子门锁P50Lite,王力,1104.15,100,1104.15,100,110415,王力官方旗舰店,https://detail.tmall.com/item.htm?id=836359775862&ns=1&abbucket=6&xxc=taobaoSearch&mi_id=0000kASY0SKyPPg6AaNDBrHBH5Af9kKz-Xo9PRlPw_mjIb4&skuId=6036881619035&priceTId=214781f817555876005898196e0f19&utparam=%7B%22aplus_abtest%22%3A%227516e4958a7636b2b4c21e615c1ff341%22%7D&spm=a21n57.1.item.44,,同上,同上,同上,同上,未找到,未找到,
N/A,102,掉榜,8.42239E+11,萤石AI人脸大屏可视掌静脉指纹锁智能家用防盗门电子门锁DL20FVS,萤石,1359.15,200,1354.05,100,135405,萤石智能锁旗舰店,https://detail.tmall.com/item.htm?id=842238725636&ns=1&abbucket=6&xxc=taobaoSearch&mi_id=00001I1r-GHCdGQiGrnirXfPBy_Bk0Ei93DwZiv0qJ0ccW4&skuId=6057077238729&priceTId=214784c817555876177405075e143f&utparam=%7B%22aplus_abtest%22%3A%2296e91b60cc5e848276ad48ab15d7ca47%22%7D&spm=a21n57.1.item.10,,100,1354.05,同上,同上,未找到,未找到,
N/A,116,掉榜,8.59575E+11,苏宁指纹密码锁家用门锁防盗入户门人脸识别木门通通锁电子锁2392,苏宁,263,100,263,100,26300,苏宁易购官方旗舰店,https://detail.tmall.com/item.htm?id=859575094681&ns=1&abbucket=6&xxc=taobaoSearch&mi_id=00005BWnYHe03QoYEf8dVC-8pC_8vxfP_h0Bh_D6cA_v-gg&skuId=5842769007662&priceTId=214784c817555876177405075e143f&utparam=%7B%22aplus_abtest%22%3A%223e68b28af2760bc35b54b767a6a615a5%22%7D&spm=a21n57.1.item.19,,同上,同上,同上,同上,未找到,未找到,
N/A,101,掉榜,9.33468E+11,小米智能门锁2大屏猫眼小米门锁智能锁密码锁家用智能锁小米门锁,小米,1599,220,1389.02,100,138902,小米官方旗舰店,https://detail.tmall.com/item.htm?id=933468475823&ns=1&abbucket=6&xxc=taobaoSearch&umpChannel=bybtqdyh&u_channel=bybtqdyh&fpChannel=101&fpChannelSig=47a74c04e23ceccc22a58b8a0349690ae1d7ffa9&mi_id=0000N0tDVhNXCC1QrDZgN8MJ63w3pSFWAStSyV1m-z9cQRU&skuId=6006863303091&priceTId=214784c817555876177405075e143f&utparam=%7B%22aplus_abtest%22%3A%2260af7b8e1eb565242405a53910f3e5dc%22%7D&spm=a21n57.1.item.22,,100,1559.02,同上,1389.02,未找到,未找到,
N/A,127,掉榜,9.05132E+11,刷脸智能门锁指纹锁家用防盗门锁入户门电子密码锁扫可视人脸识别,康廷,199,100,193,100,19300,康廷旗舰店,https://detail.tmall.com/item.htm?id=905131728755&ns=1&abbucket=6&xxc=taobaoSearch&mi_id=0000X-7hBw9ATkN3batqP1xveYS3Ru6esyRoTbqwkNpaL_0&skuId=5931636687785&priceTId=214784c817555876177405075e143f&utparam=%7B%22aplus_abtest%22%3A%2281722ff100f597d37ed948d37fec48ea%22%7D&spm=a21n57.1.item.46,,同上,193,同上,同上,未找到,未找到,
N/A,140,掉榜,9.17571E+11,萤石启明AI智能人脸视频锁Y5000FVX双屏双摄掌静脉无需指纹家用,萤石,2336.65,25,2076.55,100,207655,萤石官方旗舰店,https://click.simba.taobao.com/cc_im?p=%D6%C7%C4%DC%C3%C5%CB%F8&s=968257886&k=2233&e=W5B3GnsIhkFwDpaEx23hQtDKNOBpWfn8R0FYMprtRslYIuBhR%2B%2B4Z%2BXu0xXrBV3eb%2Fjv6wtrUslzlOqWcpO1DlUFwtMi991R1AQz0ikWIvsYFZNSozKAjjgMZqb0eXD7EE3Lp%2BZ6uHlelYZdPyuJqO5rlzk6nEhEezIpXUsLzIOqguMzm5Kegch%2Fk9OxizT9%2F1cMkNRROfd%2Bf%2Btk9jDYtQzn7%2FOv9zBbjrPjRuP8iKkzp3gPd0ArloQE7r%2Ffkc%2Bsk2qe9Z23p%2FOTBDHkOmFcQzT1xTWmg4vV89pSEKRmfTzP%2F5EdrIWlQ5DUbJj9KJBGxYM%2Fp6K9mKwWU0jq6zGlOGrEKmI62RpB7KE75y2VIyHwizF438dn4yEvLaW15nKl7zB99G1liu9z3c5tT9qqygsAvqitRpns6C379kK3A3zlpP72SwdnBfaSWxAaLdNXqAob3dHzro2%2Bayd47Z10GTlvHGDfcFN%2BffZIvMe%2BsiRi1MzMPbwZekFRJ7dqmBOQYCqln%2FS7xosYGddwMMCicz8suJk9nucVBOijyyU0p%2FoNBRksJAA5xUedCkqgQbtWYPcxwGTUjc9RpdujJkT7yxrZH091ONXwf4SQunR72DefhTeOUEaYWmP4OzNRS6B6Z%2Bc%2B1CPQcGyUIOEdYmIfN3wPklacLThSS2bE3%2BPRkz8wWvs4uAtxIgsYFEv8eaCCJBkQgA9jjEH47WbHt%2BoB0LbwtMoIa5jsnk8jprDzxUeDJQTrfwzfBXUSlyQEFtHe5xYuiR89cS3%2Fn5hjq%2F3E59Vs%2FN064TwIGtkfT3U41fDtchnCuD1wttjQ2rOvmyykWPO%2FsfG7qTOFfuShwGRKwz5jDUYe4tYokaEqjuuWrWpGrO3qqUujr3ACOFcc1%2ByI2QcfKj9JmMbbx6pOpM%2FM8UXzfhp%2FqIdGxdFeTXg%2BKGjovVT4A8mbF%2Fxu2OJQ9U1q0dLycY1vV5sNNFvcS5rgCoHIVOnZdkZw6uWdMbHy61IbNr%2F%2BgK7JDf4N%2BtRmWlpS2BGcGE3D8JdOdPt4l%2BIwoNf1XauggA9ThRH11ZYvMjMPbJw3sUbaaBJVbSW3f%2FtC2ZAML3kCI1bqzxVZn9lkEyb75w0W6jQfHuC9hToCDpCC164C%2FZOOJ3lHU4m8jWOYekElEF%2FNruVfx69W1yfVtyU0cSWyKO39VynfFJ5RZSig809u41LMSUGfyiEXlV51r%2F7DrnW8uTUtlJndSbou5A3UbhX05%2FF%2BziCtzaiDudlumxvVtafM621Rr3woYzMk%2F6KPoV6KiwmopBR9KeBRU3ymQJI1n5fD1flYAD2L3kSKlpt8mncOnM5Tw1KfZ7bcNJ5r480wORDcj0KnpiFevATlyeY9As19v8vQNl6BurSV2ARk2uCgzHPWgHW0gfBehPJEH0tpitrye2ZlnRfhwFB5vRTbjJd5YYkQF9e%2Fjilec%2BTCnu%2FGJded%2F8uUqF%2BXbMSFEKjLnK%2BuGsCOalNB974kTODqL5qwNvuQMwc4dW%2F42qEY3nmxFAFhmciRXn38lIgtH8X1SuhR1BUoHbXfm2kb22kMnYbax3AdWLS8ZrSzlAnp1G0c7X32SLzHvrIk3uWZwDuVU42tOg56is0m6RVVI4aIc%2BamffZIvMe%2BsiRR5kpPfRg9JTEoogtDzrxs0dQNQD1ej5E024YEjXZvFiUNWiKNirfdPEIxIH34YdOBuAUt08asynZ0v5b6KHsmhIKs27e%2BmRq6ysQ8dXEK5lz0iW01fgwrsLAjlcLuH4A7YZAiJyaIYhwVKk%2FenoZXzaeX3lVnDmqmR%2B4PEXOSwHMb%2FPp%2Bwyetb%2FU9d1WzhQqAcUoZTeKth0MajROxCHB%2FrcMSyrs8Gt8rVjK3cmi4ZFD5Vq%2BCu%2BaeAZ9s7bUakitX7qvoAwMjeS7OWxPkDCBhNzMT5tbwmzCnX8xLlPoT66gxSAvzligZXZExHLMVqxXNT5jpqEwrwGYk0VZHdXdIlrRX%2F6%2BdMuuUOOTQusD0fI%2FVEywI8GqnJSpioc0Xamw0S0cA3FjTFwPuZUOYkTT9EML02cX1eESStfaglkJi2sglXJq3OED2FawjXuOOn3H%2BSyWlF8qXTWPTET2AEyv7OlLnrudoNy7KLHdGPqztQnzbu%2FCgU9BTiKx28qnUKWMZLgoNcgdOj%2FEIdNkHDWP7jxJ3jxAfexrMDZj6ZlwZd1mONBPW%2BX9QYYkQF9e%2FjimqzRLpoBdCzw%3D%3D&eadt=282&mm_sceneid=1_0_53046447_0&a=xxc%3Dad_ztc%26umpChannel%3Dbybtqdyh%26u_channel%3Dbybtqdyh%26fpChannel%3D101%26fpChannelSig%3Da0beb11429abf05b346313c2b9af8e77f2548e11%26mi_id%3D0000o4xP1q3qAvTOETIjfqhuW7qi197f_Gy0k8WTYl8KCAo%26skuId%3D6038055138172%26priceTId%3D2147846217555884012404167e118a%26utparam%3D%2525257B%25252522aplus_abtest%25252522%2525253A%252525220cb8db813d0a07bd01998d6504fd3272%25252522%2525257D%26&id=917571071677&spm=a21n57.1.item.1,销量为估算值; ,100,2076.55,同上,同上,未找到,未找到,
N/A,130,掉榜,9.04662E+11,【新品】华为智能门锁 2 Pro AI掌静脉3D人脸双解锁密码锁,华为,2719.15,100,2719.15,100,271915,华为官方旗舰店,https://detail.tmall.com/item.htm?id=904662061491&ns=1&abbucket=6&xxc=taobaoSearch&mi_id=00003NC55CxDY8UUlK7XgXpLGR6BqxjVEUxe3KtN_yDN10U&skuId=5773712420391&priceTId=214784c817555876326565695e143f&utparam=%7B%22aplus_abtest%22%3A%226fc34da101c57a39dd222a34a9827389%22%7D&spm=a21n57.1.item.5,,同上,同上,同上,同上,未找到,未找到,
N/A,136,掉榜,7.42375E+11,萤石AI3D人脸掌静脉锁Y3000FVS PLUS猫眼大屏视频锁电子密码门锁,萤石,1524.05,100,1524.05,100,152405,萤石智能锁旗舰店,https://detail.tmall.com/item.htm?id=742374554530&ns=1&abbucket=16&xxc=taobaoSearch&mi_id=0000rkkfgi7-SlQE2ioESsYj42sP678B0cpOaRX4Af4L7KI&skuId=6035660126191&priceTId=2147821917556902498327615e10e0&utparam=%7B%22aplus_abtest%22%3A%22f7f95feed4949255e42f6e345baa1523%22%7D&spm=a21n57.1.item.10,,100,1524.05,同上,同上,未找到,未找到,
N/A,148,掉榜,8.2054E+11,u型密码锁玻璃门远程控制门锁操智能电子指纹挂商铺大解公司门面,未识别,124.2,91,129,89,11481,家码锁旗舰店,https://detail.tmall.com/item.htm?id=820539727704&ns=1&abbucket=6&xxc=taobaoSearch&mi_id=0000SYx-Zm_dBIhvKbwCzpZjzCtqVy4rWmhO4P7kUqo3LXo&skuId=5803676853582&priceTId=214784c817555876326565695e143f&utparam=%7B%22aplus_abtest%22%3A%22f901f5e8f0b758a74eda155c3c9cf961%22%7D&spm=a21n57.1.item.32,,89,129,同上,同上,未找到,未找到,
N/A,149,掉榜,9.51677E+11,掌静脉指纹锁3D人脸识别智能门锁可视对讲电子锁家用防盗门密码锁,欧铂睿丰,188,90,183.12,88,16114.56,欧铂睿丰旗舰店,https://detail.tmall.com/item.htm?id=951677041206&ns=1&abbucket=6&xxc=taobaoSearch&mi_id=0000BEzoFWaRf8DxhR0AnMYRCOCSBjSznlss1i1ghdh4pII&skuId=6034491963893&priceTId=214784c817555876326565695e143f&utparam=%7B%22aplus_abtest%22%3A%224683766c3e3f6a622925ac7f0925ad42%22%7D&spm=a21n57.1.item.33,,88,183.12,同上,同上,未找到,未找到,
