页码,商品ID,商品标题,国补后价格,店铺名称,商品链接,付款人数,品牌,付款金额,2025-08-15_Price,2025-08-15_Main_Image_URL,热水器海尔型号,尺寸,售后服务,防冻功能,毛重,智能控制,保修年限,排烟方式,热水器安装要求,包装尺寸,能效等级,净重,是否防冻,恒温类型,产地,热水器燃气类型,材质,是否恒温,堆码层数极限,必备安装配件,系列,控制方式,功率,颜色分类,3C证书编号,保修期,热水器美的型号,热水器万和型号,上市时间,能效备案号,热水器升位,热水器万家乐型号,生产企业,物流配送安装服务,安装服务,出水方式,型号,燃料种类,款式,功能,热水器能率型号,安装方式,智能类型,省份,地市,电线截面要求,加热功率,工作电压,采购地,热水产率（L/min）,产品类型,热效率（%）,适用人数,配套附带
7,9.16605E+11,先科燃气热水器家用天然气电恒温强排式液化气10升平衡式零冷水,346.84,先科厨诚专卖店,https://detail.tmall.com/item.htm?id=916604664083&ns=1&abbucket=19&xxc=taobaoSearch&mi_id=00004xAt4lFAZI6i47bzy1PNtSPhHYnjKyQpT62Vmb1u7eI&skuId=5949243918794&priceTId=2147842d17550607197295489e229c&utparam=%7B%22aplus_abtest%22%3A%22e6bb666a440c03828f84af17a6843e5b%22%7D&spm=a21n57.1.item.22,20,先科,6936.8,358,https://gw.alicdn.com/bao/uploaded/i4/2219676166470/O1CN01xIPwob1xfJb0SIABK_!!2219676166470.jpg_.webp,,550x350x140mm,上门安装全国联保,,9kg,其他智能,12个月,强排式,,720x480x220mm,二级,10kg,是,机械恒温,中国大陆,液化气 天然气,,是,11层,,,机械式,38W,高配款10升+断电记忆+自行安装 高配款10升+断电记忆+上门安装 高配款12升+断电记忆+自行安装 高配款12升+断电记忆+上门安装 高配款13升+断电记忆+自行安装 高配款13升+断电记忆+上门安装 高配款16升+断电记忆+自行安装 高配款16升+断电记忆+上门安装 旗舰款12升+节能变升+抑菌防冻+自行安装 旗舰款12升+节能变升+抑菌防冻+上门安装 旗舰款13升+节能变频+抑菌防冻+自行安装 旗舰款13升+节能变频+抑菌防冻+上门安装 旗舰款16升+节能变升+抑菌防冻+自行安装 旗舰款16升+节能变升+抑菌防冻+上门安装 顶配款12升+一级节能+抑菌防冻+自行安装 顶配款12升+一级节能+抑菌防冻+上门安装 顶配款16升+一级节能+抑菌防冻+自行安装 顶配款16升+一级节能+抑菌防冻+上门安装 平衡式10升+节能变频+可装浴室+自行安装 平衡式10升+节能变频+可装浴室+上门安装 平衡式12升+节能变频+可装浴室+自行安装 平衡式12升+节能变频+可装浴室+上门安装 平衡式16升+节能变频+可装浴室+自行安装 平衡式16升+节能变频+可装浴室+上门安装 增压款12升+节能变频+内置增压+自行安装 增压款12升+节能变频+内置增压+上门安装 增压款16升+节能变频+内置增压+自行安装 增压款16升+节能变频+内置增压+上门安装 零冷水13升+节能变频+循环水增压+自行安装 零冷水13升+节能变频+循环水增压+上门安装 零冷水16升+节能变频+循环水增压+自行安装 零冷水16升+节能变频+循环水增压+上门安装,2.02401E+15,,,,2025-01,,12L,,,,,,JSQ23,,,,,,,,,,,,,,,,,
6,8.09004E+11,新飞燃气热水器零冷天然气12升恒温煤气16升平衡式液化气浴室强排,358.2,天天特卖工厂,https://detail.tmall.com/item.htm?id=809003677591&ns=1&abbucket=19&xxc=taobaoSearch&mi_id=0000WoED3gsYGfrovtTIWFDlYaCLAOKt-52frOl39ft8i5Y&skuId=5903486568321&priceTId=2147817d17550606995197137e125b&utparam=%7B%22aplus_abtest%22%3A%229f87c77ea41c0a607404428047e0220a%22%7D&spm=a21n57.1.item.45,24,新飞,8596.8,358.2,https://gw.alicdn.com/bao/uploaded/i3/2218074878327/O1CN01lOD50s2BNp7bZNifL_!!2218074878327-0-scmitem176000.jpg_.webp,,590x350x140mm,,,12kg,其他智能,,强排式,未安装排烟管禁止使用,,,7kg,,,中国大陆,,,,3层,直弯烟管组合,,微电脑式,,,2.02201E+15,,,,,,,,,送货上门安装,,,,,,,,,,,,,,,,,,,,
9,9.53839E+11,新飞燃气热水器恒温增压零冷水节能水伺服安全天然气液化气防冻,360,国货严选旗舰,https://detail.tmall.com/item.htm?id=953839085906&ns=1&abbucket=19&xxc=taobaoSearch&mi_id=0000fQPTRx-otMQfQ0dl-9O5hXaiv5D9hf0xf_hKXDq0AX4&skuId=5873439560807&priceTId=2147808517550607594026785e1205&utparam=%7B%22aplus_abtest%22%3A%22d8cc0020db1ae7b97505cdcea027cf25%22%7D&spm=a21n57.1.item.10,14,Frestec/新飞,5040,360,https://gw.alicdn.com/bao/uploaded/i2/2220158128005/O1CN01WWXOoe290LaMCo8TA_!!2220158128005-0-scmitem176000.jpg_.webp,,350x150x590mm,全国联保,,12kg,其他智能,,强排式,未安装排烟管禁止使用,705x480x195mm,二级,11kg,是,双驱恒温 水量伺服 双循环恒温 双驱水伺服,中国大陆,【管道】天然气 【瓶装】液化气,不锈钢,是,10层,直弯烟管组合,,微电脑式,38W,【热销12升】变频恒温+断电记忆+自行安装 【热销12升】变频恒温+断电记忆+上门安装 【热销14升】变频恒温+断电记忆+自行安装 【热销14升】变频恒温+断电记忆+上门安装 【热销16升】变频恒温+断电记忆+自行安装 【热销16升】变频恒温+断电记忆+上门安装 【高端12升】智能恒温+水伺服精控温感+双驱稳燃+自行安装 【高端12升】智能恒温+水伺服精控温感+双驱稳燃+上门安装 【高端14升】智能恒温+水伺服精控温感+双驱稳燃+自行安装 【高端14升】智能恒温+水伺服精控温感+双驱稳燃+上门安装 【高端16升】智能恒温+水伺服精控温感+双驱稳燃+自行安装 【高端16升】智能恒温+水伺服精控温感+双驱稳燃+上门安装 【平衡式10升】浴室可装+恒温稳燃仓+自行安装 【平衡式10升】浴室可装+恒温稳燃仓+上门安装 【平衡式12升】浴室可装+恒温稳燃仓+自行安装 【平衡式12升】浴室可装+恒温稳燃仓+上门安装,,,,,2025-06,,12L,,中山市新新电器有限公司,送货上门无需安装,,自动出水,JSQ30-LTA,燃气,,抑菌,,壁挂,,,,,,,,16L/min,燃气式,105百分号,5人,
2,7.11875E+11,樱花仙子燃气热水器电家用12升16升天然气煤气液化强排恒温式变频,360.1,海森鸿达电器专营店,https://detail.tmall.com/item.htm?id=711874925940&ns=1&abbucket=19&xxc=taobaoSearch&mi_id=0000LfPUGXvp49JKnNytj7XwBJkPFjS4bbk0U3SXv4ZzRfU&skuId=4989905221572&priceTId=2147845617550606133113665e122d&utparam=%7B%22aplus_abtest%22%3A%2267a3aacae13751ad6c2daa689213b5f0%22%7D&spm=a21n57.1.item.44,119,樱花仙子,42851.9,360.1,https://gw.alicdn.com/bao/uploaded/i4/2201197336890/O1CN01qzL1DP20lfyEMA2CF_!!2201197336890.jpg_.webp,,350x150x590mm,全国联保,,10.5kg,其他智能,12个月,强排式,未安装排烟管禁止使用,720x450x275mm,二级,8.5kg,是,水气双调,中国大陆,液化石油气 天然气,钢化玻璃+不锈钢,是,10层,直弯烟管组合,樱花仙子,微电脑式,30W,12升银色恒温款适用一厨一卫+自行安装 12升银色恒温款适用一厨一卫+上门安装 16升银色恒温款适用一厨两卫+自行安装 16升银色恒温款适用一厨两卫+上门安装 12升贵宾银大屏款适用一厨一卫+自行安装 12升贵宾银大屏款适用一厨一卫+上门安装 16升贵宾银三档变升款适用一厨多卫+自行安装 16升贵宾银三档变升款适用一厨多卫+上门安装 12升星空灰大屏款适用一厨一卫+自行安装 12升星空灰大屏款适用一厨一卫+上门安装 16升星空灰三档变升款适用一厨多卫+自行安装 16升星空灰三档变升款适用一厨多卫+上门安装 12升珍珠白大屏款适用一厨一卫+自行安装 12升珍珠白大屏款适用一厨一卫+上门安装 16升珍珠白三档变升款适用一厨多卫+自行安装 16升珍珠白三档变升款适用一厨多卫+上门安装 10升银色恒温款适用一厨一卫+自行安装 10升银色恒温款适用一厨一卫+上门安装 12升贵宾银平衡式大屏款+可装浴室内+自行安装 12升贵宾银平衡式大屏款+可装浴室内+上门安装 16升贵宾银平衡式三档变升款+可装浴室内+自行安装 16升贵宾银平衡式三档变升款+可装浴室内+上门安装 16升零冷水即开即热免改水路+自行安装 16升零冷水即开即热免改水路+上门安装,2.02419E+15,,,,,,,,,,,,JSQ30-A1,,,,,,,,,,,,,,,,,
3,6.86486E+11,阿拉好太太燃气热水器16升电家用天然气煤气液化洗澡强排式恒温款,361.1,若为电器专营店,https://detail.tmall.com/item.htm?id=686486496984&ns=1&abbucket=19&xxc=taobaoSearch&mi_id=0000b7SpcL1rAu0QR4OU9F1S2eiF-TTZnlXJPADJaykTTo4&skuId=5074460631863&priceTId=2147838917550606348336267e1418&utparam=%7B%22aplus_abtest%22%3A%22f34cb8c015b07d1fe3f95d68c6f155fc%22%7D&spm=a21n57.1.item.35,73,好太太,26360.3,361.1,https://gw.alicdn.com/bao/uploaded/i2/865424358/O1CN01c4w6Vy1i418F1Qkwb_!!865424358.jpg_.webp,,,全国联保,,10.5kg,其他智能,12个月,强排式,未安装排烟管禁止使用,720x450x275mm,二级,8.5kg,是,水气双调,中国大陆,液化石油气 天然气,无,是,3层,直弯烟管组合,无,微电脑式,30W,12升银色恒温款适用一厨一卫+自行安装 12升银色恒温款适用一厨一卫+上门安装 16升银色恒温款适用一厨两卫+自行安装 16升银色恒温款适用一厨两卫+上门安装 12升珍珠白大屏款适用一厨一卫+自行安装 12升珍珠白大屏款适用一厨一卫+上门安装 16升珍珠白三档变升款适用一厨多卫+自行安装 16升珍珠白三档变升款适用一厨多卫+上门安装 10升银色恒温款适用一厨一卫+自行安装 10升银色恒温款适用一厨一卫+上门安装 12升贵宾银大屏款适用一厨一卫+自行安装 12升贵宾银大屏款适用一厨一卫+上门安装 16升贵宾银三档变升款适用一厨多卫+自行安装 16升贵宾银三档变升款适用一厨多卫+上门安装 12升贵宾银平衡式大屏款+可装浴室内+自行安装 12升贵宾银平衡式大屏款+可装浴室内+上门安装 16升贵宾银平衡式三档变升款+可装浴室内+自行安装 16升贵宾银平衡式三档变升款+可装浴室内+上门安装 16升零冷水即开即热免改水路+自行安装 16升零冷水即开即热免改水路+上门安装,2.02301E+15,,,,,,,,中山市名博电器有限公司,,,,JSQ30-A1,,,,,,,,,,,,,,,,,
5,8.20517E+11,好太太天然气燃气热水器家用煤气液化气零冷水恒温强排燃气款16升,362.75,天天特卖工厂,https://detail.tmall.com/item.htm?id=820517200442&ns=1&abbucket=19&xxc=taobaoSearch&mi_id=0000kOoyzwYnj457P5YjdD8yvSoTZAnK-AT3sWieSX4rSeE&skuId=5749977570784&priceTId=2147850817550606789858239e1b10&utparam=%7B%22aplus_abtest%22%3A%2283552451eb5af6ae52c36d0496cd6e99%22%7D&spm=a21n57.1.item.23,38,惠普好太太,13784.5,368,https://gw.alicdn.com/bao/uploaded/i3/2212289861878/O1CN01kRIcVv1PkAjc4PaLu_!!2212289861878-0-scmitem176000.jpg_.webp,,350x150x590mm,全国联保,电辅防冻,10.5kg,其他智能,,强排式,未安装排烟管禁止使用,720x450x275mm,二级,8.5kg,是,机械恒温,中国大陆,天然气 液化石油气,,是,10层,直弯烟管组合,无,微电脑式,30W,12升银色恒温款适用一厨一卫+自行安装 12升银色恒温款适用一厨一卫+上门安装 16升银色恒温款适用一厨两卫+自行安装 16升银色恒温款适用一厨两卫+上门安装 12升银色大屏款适用一厨一卫+自行安装 12升银色大屏款适用一厨一卫+上门安装 16升银色大屏款适用一厨两卫+自行安装 16升银色大屏款适用一厨两卫+上门安装 12/14/16升可变升用水顶配款+自行安装 12/14/16升可变升用水顶配款+上门安装 16升灰色大屏款适用一厨两卫+自行安装 16升灰色大屏款适用一厨两卫+上门安装 12/14/16升可变升顶配款灰色+自行安装 12/14/16升可变升顶配款灰色+上门安装 16升白色大屏款适用一厨两卫+自行安装 16升白色大屏款适用一厨两卫+上门安装 12/14/16升可变升顶配款白色+自行安装 12/14/16升可变升顶配款白色+上门安装 10升银色恒温款适用一厨一卫+自行安装 10升银色恒温款适用一厨一卫+上门安装 10升旋钮款强排式不包安装仅限广东广西 8升旋钮款强排式不包安装仅限广东广西 16升大屏平衡式可装置浴室内+自行安装 16升大屏平衡式可装置浴室内+上门安装 12/14/16升可变升用水平衡式+自行安装 12/14/16升可变升用水平衡式+上门安装 16升零冷水即开即热免改水路+自行安装 16升零冷水即开即热免改水路+上门安装,2.02419E+15,12个月,,,2023-11,,16L,,,送货上门无需安装,,,JSQ23-12A,,,,,,,,,,,,,,,,,
13,8.18827E+11,半球燃气热水器家用天然气12升恒温强排式液化煤气10升节能洗澡,356.64,半球厨诚专卖店,https://detail.tmall.com/item.htm?id=818827012262&ns=1&abbucket=19&xxc=taobaoSearch&mi_id=0000zp1r-tFPnx-bBBpSMmpat1rqtuw9zKMSpP-4MFzfDcg&skuId=5522778789057&priceTId=214783fb17550608401982856e1c72&utparam=%7B%22aplus_abtest%22%3A%2247f4ded39a5f20ac032307fdf50f4047%22%7D&spm=a21n57.1.item.21,5,PESKOE/半球,1783.2,368,https://gw.alicdn.com/bao/uploaded/i2/2217352131602/O1CN01MCdBkM1NhlTWkbenx_!!2217352131602.jpg_.webp,,525x340x170mm,上门安装全国联保,,14.5kg,不支持智能,96个月,强排式,,720x520x210mm,二级,11.5kg,是,机械恒温,中国大陆,液化石油气 天然气,,是,5层,,,微电脑式,35W,高配款10升+节能省气+自行安装 高配款10升+节能省气+上门安装 高配款12升+节能省气+自行安装 高配款12升+节能省气+上门安装 高配款13升+节能省气+自行安装 高配款13升+节能省气+上门安装 高配款16升+节能省气+自行安装 高配款16升+节能省气+上门安装,2.02401E+15,,,,,,,,,,,,JSQ25-S3108,,,,,,,,,,,,,,,,,
5,8.6897E+11,樱花仙子天然气燃气热水器家用煤气液化气强排平衡式燃气款16L,380.1,海森鸿达电器专营店,https://detail.tmall.com/item.htm?id=868970009663&ns=1&abbucket=19&xxc=taobaoSearch&mi_id=0000PilbuC1mzEMNdyVyGrVLvVXz7dJX_ZaWSqRhAWcg8g4&skuId=5864022486556&priceTId=2147850817550606789858239e1b10&utparam=%7B%22aplus_abtest%22%3A%222fb2f0d39a945d48e383495b13e89ba4%22%7D&spm=a21n57.1.item.50,32,樱花仙子,12163.2,380.1,https://gw.alicdn.com/bao/uploaded/i1/2201197336890/O1CN01isa0zy20lfuwGGVSO_!!2201197336890.jpg_.webp,,350x150x590mm,全国联保,电辅防冻,10.5kg,其他智能,12个月,强排式,未安装排烟管禁止使用,720x450x275mm,二级,8.5kg,是,水气双调,中国大陆,液化石油气 天然气,无,是,10层,直弯烟管组合,无,微电脑式,30W,12升银色恒温款适用一厨一卫+自行安装 12升银色恒温款适用一厨一卫+上门安装 16升银色恒温款适用一厨两卫+自行安装 16升银色恒温款适用一厨两卫+上门安装 12升贵宾银大屏款适用一厨一卫+自行安装 12升贵宾银大屏款适用一厨一卫+上门安装 16升贵宾银三档变升款适用一厨多卫+自行安装 16升贵宾银三档变升款适用一厨多卫+上门安装 12升星空灰大屏款适用一厨一卫+自行安装 12升星空灰大屏款适用一厨一卫+上门安装 16升星空灰三档变升款适用一厨多卫+自行安装 16升星空灰三档变升款适用一厨多卫+上门安装 12升珍珠白大屏款适用一厨一卫+自行安装 12升珍珠白大屏款适用一厨一卫+上门安装 16升珍珠白三档变升款适用一厨多卫+自行安装 16升珍珠白三档变升款适用一厨多卫+上门安装 10升银色恒温款适用一厨一卫+自行安装 10升银色恒温款适用一厨一卫+上门安装 12升贵宾银平衡式大屏款+可装浴室内+自行安装 12升贵宾银平衡式大屏款+可装浴室内+上门安装 16升贵宾银平衡式三档变升款+可装浴室内+自行安装 16升贵宾银平衡式三档变升款+可装浴室内+上门安装 16升零冷水即开即热免改水路+自行安装 16升零冷水即开即热免改水路+上门安装 12升墨韵灰大屏款适用一厨一卫+自行安装 12升墨韵灰大屏款适用一厨一卫+上门安装 16升墨韵灰三档变升款适用一厨多卫+自行安装 16升墨韵灰三档变升款适用一厨多卫+上门安装,2.02419E+15,,,,,,,,,送货上门无需安装,,,JSQ23-12A,,,,,,,,,,,,,,,,,
6,8.43764E+11,惠普好太太燃气热水器家用天然气12升液化气煤气零冷水恒温燃气款,380.1,惠普好太太旗舰店,https://detail.tmall.com/item.htm?id=843763568624&ns=1&abbucket=19&xxc=taobaoSearch&mi_id=0000carauo3cOPc5i2Qi2MkVyMmxA1iXWLDw0CNZ2YNKlSw&skuId=5786168178697&priceTId=2147817d17550606995197137e125b&utparam=%7B%22aplus_abtest%22%3A%22def5b5962ea405d44fd70a47a6270ec9%22%7D&spm=a21n57.1.item.3,38,惠普好太太,14443.8,380.1,https://gw.alicdn.com/bao/uploaded/i2/2215856097281/O1CN01WQp1wA23ekklrrEmF_!!2215856097281.jpg_.webp,,350x140x590mm,全国联保,电辅防冻,10.5kg,其他智能,12个月,强排式,未安装排烟管禁止使用,480x220x710mm,二级,8.5kg,是,水气双调,中国大陆,液化石油气 天然气,钢化玻璃+不锈钢,是,3层,直弯烟管组合,,微电脑式,30W,12升银色恒温款适用一厨一卫+自行安装 12升银色恒温款适用一厨一卫+上门安装 16升银色恒温款适用一厨两卫+自行安装 16升银色恒温款适用一厨两卫+上门安装 12升贵宾银大屏款适用一厨一卫+自行安装 12升贵宾银大屏款适用一厨一卫+上门安装 16升贵宾银三档变升款适用一厨多卫+自行安装 16升贵宾银三档变升款适用一厨多卫+上门安装 12升星空灰大屏款适用一厨一卫+自行安装 12升星空灰大屏款适用一厨一卫+上门安装 16升星空灰三档变升款适用一厨多卫+自行安装 16升星空灰三档变升款适用一厨多卫+上门安装 12升珍珠白大屏款适用一厨一卫+自行安装 12升珍珠白大屏款适用一厨一卫+上门安装 16升珍珠白三档变升款适用一厨多卫+自行安装 16升珍珠白三档变升款适用一厨多卫+上门安装 12升墨韵灰大屏款适用一厨一卫+自行安装 12升墨韵灰大屏款适用一厨一卫+上门安装 16升墨韵灰三档变升款适用一厨多卫+自行安装 16升墨韵灰三档变升款适用一厨多卫+上门安装 10升银色恒温款适用一厨一卫+自行安装 10升银色恒温款适用一厨一卫+上门安装 12升贵宾银平衡式大屏款+可装浴室内+自行安装 12升贵宾银平衡式大屏款+可装浴室内+上门安装 16升贵宾银平衡式三档变升款+可装浴室内+自行安装 16升贵宾银平衡式三档变升款+可装浴室内+上门安装 16升零冷水即开即热免改水路+自行安装 16升零冷水即开即热免改水路+上门安装,2.02419E+15,,,,,,,,,送货上门无需安装,,,JSQ30-16Y1,,,,,,,,,,,,,,,,,
1,9.13665E+11,航仪好太太燃气热水器家用天然气恒温16升液化气煤热水器洗澡家用,398,航仪好太太旗舰店,https://detail.tmall.com/item.htm?id=913665448479&ns=1&abbucket=19&xxc=taobaoSearch&mi_id=0000E9C3pe_FQx-6KxleGmbFtR_ywSav5PTAlcLRgnyqEPY&skuId=5943815158914&priceTId=2147802b17550605903683410e1363&utparam=%7B%22aplus_abtest%22%3A%225d9a1a2a54f0e9aab61eb2ef925fb21e%22%7D&spm=a21n57.1.item.46,239,航仪好太太,95122,398,https://gw.alicdn.com/bao/uploaded/i3/2215956989865/O1CN01JPFP2h2MkEEROqWhZ_!!2215956989865.jpg_.webp,,590x350x140mm,全国联保,,14kg,其他智能,,强排式,,720x450x275mm,二级,11kg,是,水量伺服,中国大陆,液化气 天然气,,是,5层,,,触控式,30W,12升高配款+智能恒温+铜水箱+自行安装【一厨一卫】 12升高配款+智能恒温+铜水箱+上门安装【一厨一卫】 16升高配款+智能恒温+铜水箱+自行安装【一厨两卫】 16升高配款+智能恒温+铜水箱+上门安装【一厨两卫】 12升顶配款+智能恒温+纯铜水箱+变频节能+自行安装 12升顶配款+智能恒温+纯铜水箱+变频节能+上门安装 16升顶配款+智能恒温+纯铜水箱+变频节能+自行安装 16升顶配款+智能恒温+纯铜水箱+变频节能+上门安装 12升旗舰款+智能恒温+纯铜水箱+变频节能+自行安装 12升旗舰款+智能恒温+纯铜水箱+变频节能+上门安装 16升旗舰款+智能恒温+纯铜水箱+变频节能+自行安装 16升旗舰款+智能恒温+纯铜水箱+变频节能+上门安装 12升平衡式+可装浴室+智能恒温+多重安全保护+自行安装 12升平衡式+可装浴室+智能恒温+多重安全保护+上门安装 16升平衡式+可装浴室+智能恒温+多重安全保护+自行安装 16升平衡式+可装浴室+智能恒温+多重安全保护+上门安装 12升防冻款+北方专用+抑菌防冻+智能恒温+自行安装 12升防冻款+北方专用+抑菌防冻+智能恒温+上门安装 16升防冻款+北方专用+抑菌防冻+智能恒温+自行安装 16升防冻款+北方专用+抑菌防冻+智能恒温+上门安装 12升增压款+内置增压泵+低水压启动+智能恒温+自行安装 12升增压款+内置增压泵+低水压启动+智能恒温+上门安装 16升增压款+内置增压泵+低水压启动+智能恒温+自行安装 16升增压款+内置增压泵+低水压启动+智能恒温+上门安装,2.02119E+15,12个月,,,2025-04,,12L,,,,,,JSQ24--12B,,,,,,,,,,,,,,,,,
6,9.13621E+11,樱花树燃气热水器家用天然气恒温16升液化气煤气热水器洗澡家用,398,樱花树凯松专卖店,https://detail.tmall.com/item.htm?id=913621328151&ns=1&abbucket=19&xxc=taobaoSearch&mi_id=0000-s-Z8yYxxB4iQrbA-yade8G4wagVdoNxC0GPGZThUUs&skuId=5778440649502&priceTId=2147817d17550606995197137e125b&utparam=%7B%22aplus_abtest%22%3A%229a2cb56fbeec535ccefbadf066e5dd81%22%7D&spm=a21n57.1.item.18,35,樱花树,13930,398,https://gw.alicdn.com/bao/uploaded/i2/2219302080524/O1CN01rY7cBj1Fk2ZxtCOIs_!!2219302080524.jpg_.webp,,590x350x140mm,全国联保,,14.5kg,其他智能,,强排式,未安装排烟管禁止使用,680x480x180mm,二级,12kg,是,水量伺服,中国大陆,液化石油气 天然气,,是,6层,,,触控式,30W,12升高配款+智能恒温+铜水箱+自行安装【一厨一卫】 12升高配款+智能恒温+铜水箱+上门安装【一厨一卫】 16升高配款+智能恒温+铜水箱+自行安装【一厨两卫】 16升高配款+智能恒温+铜水箱+上门安装【一厨两卫】 12升顶配款+智能恒温+纯铜水箱+变频节能+自行安装 12升顶配款+智能恒温+纯铜水箱+变频节能+上门安装 16升顶配款+智能恒温+纯铜水箱+变频节能+自行安装 16升顶配款+智能恒温+纯铜水箱+变频节能+上门安装 12升旗舰款+智能恒温+纯铜水箱+变频节能+自行安装 12升旗舰款+智能恒温+纯铜水箱+变频节能+上门安装 16升旗舰款+智能恒温+纯铜水箱+变频节能+自行安装 16升旗舰款+智能恒温+纯铜水箱+变频节能+上门安装 12升平衡式+可装浴室+智能恒温+多重安全保护+自行安装 12升平衡式+可装浴室+智能恒温+多重安全保护+上门安装 16升平衡式+可装浴室+智能恒温+多重安全保护+自行安装 16升平衡式+可装浴室+智能恒温+多重安全保护+上门安装 12升防冻款+北方专用+抑菌防冻+智能恒温+自行安装 12升防冻款+北方专用+抑菌防冻+智能恒温+上门安装 16升防冻款+北方专用+抑菌防冻+智能恒温+自行安装 16升防冻款+北方专用+抑菌防冻+智能恒温+上门安装 12升增压款+内置增压泵+低水压启动+智能恒温+自行安装 12升增压款+内置增压泵+低水压启动+智能恒温+上门安装 16升增压款+内置增压泵+低水压启动+智能恒温+自行安装 16升增压款+内置增压泵+低水压启动+智能恒温+上门安装,2.02119E+15,12个月,,,2025-04,,16L,,,,,,JSQ24-12B,,,节能,,,,,,,,,,,,,,
